id,metadata,first_sentence,moves
198,"Chiaburu, D.S., Thundiyil, T., Wang, J. Alienation and its correlates: A meta-analysis (2014) European Management Journal, 32 (1), pp. 24-36.","We provide a meta-analysis of alienation, outlining the extent to which it is predicted by individual differences (need for achievement), role stressors (role conflict), leader dimensions (initiating structure), and aspects of the work context (formalization).",<1> <2> <3> <4> <5>
199,"Scopus EXPORT DATE:20 Feb 2014 Haghish, E.F.a , Heydari, A.b , Pfuhl, G.c , Biegler, R.c , Teymoori, A.d","Research on ethnic humor has been centered on initiators and functions of ethnic humor, ignoring people's ethical attitudes toward this type of humor.",<1> <2> <3> <4> <4> <4> <5>
200,"Mahalle, S., Matzin, R., Hamid, M.H.S., Shahrill, M., Mundia, L. Brunei student teachers' selected personal attributes, attitudes to women and interpersonal trust: Brief psychological report (2014) Asian Social Science, 10 (1), pp. 151-157.",We report on the findings from three social psychology survey instruments administered to 78 randomly selected Brunei student teachers of both genders.,<2> <4> <4> <4> <5> <5> <1> <6>
201,"Hatfield, R.D.a , Turner, J.H.b , Spiller, S.a  Altruism, reciprocity, and cynicism: A new model to conceptualize the attitudes which support prosocial behaviors (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 159-166.",There is an active interest in the prosocial behaviors that help provide the social glue in organizations.,<1> <2> <3> <3> <4> <5>
202,"Walker, W.J. The new work contract: Mitigating the negative effects on work attitudes (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 121-136.",Psychological contracts in today's workforce continue to evolve from those that are more relational to those that are more transactional.,<1> <1> <2> <2> <3> <4>
203,"Bardwell, S.H. Conflict and communication in the workplace: An inquiry and findings from xyz university's study on religious tolerance and diversity suggesting ironies of cultural attitudes, free expression and conflict in an academic organization (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 1-28.","Organizational freedoms, rights and attitudes about diversity and tolerance are important to all organizations' core values.",<1> <1> <2> <3> <4> <6>
204,"Sick, D.H. Oedipal complexes: Freud and artemidorus (2013) Soundings, 96 (4), pp. 382-397.",Sigmund Freud and the second-century CE dream interpreter Artemidorus of Daldis displayed a certain degree of respect for their patients or clients.,<1> <1> <1> <4> <4> <4> <4>
205,"Luna, A.a , Chou, S.Y.b  Drivers for workplace gossip: An application of the theory of planned behavior (2013) Journal of Organizational Culture, Communications and Conflict, 17 (1), pp. 115-130.",Gossip is one of the most pervasive and ubiquitous activities in modern organizations.,<1> <1> <2> <3> <5>
206,"Malangwasira, T.E. Demographic differences between a leader and followers tend to inhibit leaderfollower exchange levels and job satisfaction (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 63-106.",This quantitative study explores whether demographic differences between a leader and follower are negatively related to the leader-follower exchange (LMX) levels and job satisfaction.,<1> <1> <2> <5> <3> <4>
207,"Tait, K.a , Mundia, L.b  A comparison of Brunei and Hong Kong - SAR student teachers' self-efficacy in implementing inclusive education practices: Implications for teacher education (2014) Asian Social Science, 10 (1), pp. 51-60.","The survey compared the scores of 159 (118 females) randomly selected Brunei and Hong Kong (Special Administrative Region) student teachers on the New General Self-efficacy Scale (NGSS); Self-efficacy in Implementing Inclusive Practices Scale (SIIPS); Sentiments, Attitudes and Concerns about Inclusive Education Scale (SACIES); and Inclusive Classroom Setting Scale (ICSS).",<1> <3> <4> <4> <4> <4> <4> <4> <5> <5> <6>
208,"Secrest, T.W. Underwater mortgages: Why homeowners may continue to pay the debt (2013) Journal of Economics and Economic Education Research, 14 (2), pp. 101-114.",The ongoing decline in housing values has left a segment of homeowners with mortgage balances that are larger than the property's market value and many of these underwater owners continue to make mortgage payments on-time and in-full.,<1> <1> <2> <3> <4> <5> <5> <6>
209,"Hill, K.L. We've come a long way, baby, or have we? (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 29-36.","The purpose of the research was to explore how far the women in the US workforce have come including (1) a comparison of men and women’s pay, work positions, and promotion possibilities, (2) a review of women entrepreneurs, and (3) an examination of obstacles facing women in the workplace.",<2> <1> <1> <1> <4> <1> <4> <4>
210,"Norman, H.a , Din, R.a , Nordin, N.b , Ryberg, T.c  A review on the use and perceived effects of mobile blogs on learning in higher educational settings (2014) Asian Social Science, 10 (1), pp. 209-222.",Mobile technology is affecting the way we learn and teach in higher education.,<1> <1> <2> <3> <3> <4> <4> <4> <5> <5>
211,"Wilson, S., Luthar, H.K. Chris thompson's career dilemma: Part ii the internship from hell (2013) Journal of the International Academy for Case Studies, 19 (1), pp. 39-44.",This is the second part of the Chris Thompson Dilemma Case.,<1> <1> <1> <1> <1> <1> <1> <1> <5> <3> <4> <1> <4> <4> <4>
212,"Intarakamhang, U., Peungposop, N. Effective improvement of talents management for continuing of managing government (2014) Asian Social Science, 10 (1), pp. 124-137.",The Talent Management System or the HiPPS (High Performance and Potential System) was developed by the Office of the Civil Service Commission (OCSC) for 10 years since 2003 in Thailand.,<1> <2> <3> <3> <3> <3> <4> <5>
213,"Metzl, J.M. Structural Health and the Politics of African American Masculinity (2013) American Journal of Men's Health, 7 (4 SUPPL.), pp. 68S-72S.","This commentary describes ways in which notions of African American men's ""health"" attained by individual choice-embedded in the notion that African American men should visit doctors or engage in fewer risky behaviors-are at times in tension with larger cultural, economic, and political notions of ""health.""",<1> <2> <3> <5> <6>
214,"Watkins, D.C., Abelson, J.M., Jefferson, S.O. ""Their Depression Is Something Different. It Would Have to Be"": Findings From a Qualitative Study of Black Women's Perceptions of Depression in Black Men (2013) American Journal of Men's Health, 7 (4 SUPPL.), pp. 45S-57S.","This study reports findings from the Black Women's Perceptions of Black Men's Depression (BWP) study, which included eight focus groups with Black women (N = 46) from southeastern Michigan.",<1> <4> <4> <5>
215,"Bowleg, L., Mingo, M., Massie, J.S. ""The Skill Is Using Your Big Head Over Your Little Head"": What Black Heterosexual Men Say They Know, Want, and Need to Prevent HIV (2013) American Journal of Men's Health, 7 (4 SUPPL.), pp. 31S-42S.","Although the disproportionate toll of HIV/AIDS among Black heterosexuals, particularly in low-income U.S.",<1> <1> <2> <4> <4> <6> <6>
216,"Hammond, R. British Policy on Total Maritime Warfare and the Anti-Shipping Campaign in the Mediterranean, 1940-1944 (2013) Journal of Strategic Studies, 36 (6), pp. 789-814.","During World War II, the British ran a sustained anti-shipping campaign against Axis merchant and supply traffic in the Mediterranean.",<1> <1> <2> <3> <5>
217,"Ma, A.K.F.a , O'Toole, J.M.b  The perspectives of major stakeholders on video enriched problem-based learning for Chinese teacher education (2013) Australasian Journal of Educational Technology, 29 (6), pp. 901-915.",The study described in this paper investigated how the major stakeholders of a teacher education institution responded to a particular suite of educational products that involved video-based educational learning objects.,<1> <2> <3> <4> <5>
218,"Makarova, E., Herzog, W. Hidden school dropout among immigrant students: a cross-sectional study (2013) Intercultural Education, 24 (6), pp. 559-572.","Actual school dropout among immigrant youth has been addressed in a number of studies, but research on hidden school dropout among immigrant students is rare.",<1> <2> <3> <4> <4> <5>
219,"KardaÅ, Å. Turkey: A Regional Power Facing a Changing International System (2013) Turkish Studies, 14 (4), pp. 637-660.","Turkey's foreign policy activism in recent decades, characterized by an ambitious regional agenda and visibility in global affairs, has generated a lively debate.",<1> <2> <3>
220,"Amer, R. Domestic political change and ethnic minorities - A case study of the ethnic Vietnamese in Cambodia (2013) Asia-Pacific Social Science Review, 13 (2), pp. 87-101.",The study analyzes the impact of domestic political change on ethnic minorities through a case study of the ethnic Vietnamese in Cambodia.,<1> <1> <1> <1> <1> <4>
221,"Kaplan, A.a , ÃztÃ¼rk, M.b , ErtÃ¶r, E.c  Affect of parent visiting on attitude toward pupils' school and their family [Aile ziyaretlerinin Ã¶Ç§rencilerin okuluna ve ailesine yÃ¶nelik tutumuna etkisi] (2013) Milli Egitim, 1 (200), pp. 189-199.","Aim of this study find out affect on attitude toward pupils' parent, teachers and their school admiration of parent visiting, it is made pupils' home by teacher.",<2> <3> <3> <3> <4> <5>
222,"MÃ¼ller, A. Teaching lesbian, gay, bisexual and transgender health in a South African health sciences faculty: Addressing the gap (2013) BMC Medical Education, 13 (1), art. no. 174, .","People who identify as lesbian, gay, bisexual and transgender (LGBT) have specific health needs.",<1> <1> <1> <1> <2> <3> <4> <4> <4> <4> <5> <5> <5> <5>
223,"Brandon, J.C. Reversing the narrative of hillbilly history: A case study using archaeology at Van Winkle's Mill in the Arkansas Ozarks (2013) Historical Archaeology, 47 (3), pp. 36-51.","One of the most powerful and pervasive narratives at work in the Arkansas Ozark Mountains is that of the ""hillbilly.""",<1> <1> <3> <4> <5>
224,"Virk, K. India and the responsibility to protect: A tale of ambiguity (2013) Global Responsibility to Protect, 5 (1), pp. 56-83.",Military intervention to halt atrocities is one of the most contentious aspects of R2P and with which India has often expressed disagreement in the past.,<1> <1> <2> <4> <5> <1>
225,"Guenther, L.a , Ruhrmann, G.b  Science journalists' selection criteria and depiction of nanotechnology in German media (2013) Journal of Science Communication, 12 (3), art. no. A01, .","For lay people, mass media are the main source of scientific information; that is why science journalists' selection and depiction of scientific issues is an important field to study.",<1> <2> <3> <4> <4> <4>
226,"Gil, I. BETWEEN RECEPTION AND SELF-PERCEPTION: TESTIMONIES OF HOLOCAUST SURVIVORS IN ISRAEL (2013) Journal of Modern Jewish Studies, 12 (3), pp. 493-515.",Based on survivors' testimonies the article discusses the encounters of Holocaust survivors in Palestine/Israel between 1945 and 1955.,<1> <1> <4> <3> <5> <4> <4> <4> <4> <1>
